M,k,model,seed,net_loss,net_loss_std,cash,ent_total,kl_track,l1_track,incons,n_subtrades,support_size
6,3,LOPAMM,34,18.197022,12.039973,408.027457,109.337417,0.016251,0.117960,,206,28
6,3,ind,34,44.056160,64.454190,730.836345,52.021511,0.047492,0.195713,,206,28
6,3,base,34,4.834652,10.043459,128.750826,5.237219,0.012537,0.096934,,116,28
6,3,LOPAMM,35,18.050631,15.784828,401.815366,60.912096,0.014347,0.103765,,240,28
6,3,ind,35,13.655646,84.139863,665.963610,45.470575,0.035923,0.160278,,240,28
6,3,base,35,0.923419,5.808643,115.618765,1.551891,0.009491,0.078824,,128,28
6,3,LOPAMM,36,29.977119,14.927840,479.617246,154.971171,0.012774,0.095578,,268,28
6,3,ind,36,26.256988,139.399361,795.110998,102.829872,0.041704,0.156466,,268,28
6,3,base,36,1.246526,15.798480,110.722457,7.019105,0.005949,0.062609,,140,28
6,3,LOPAMM,37,26.818592,24.772180,486.634255,120.771186,0.013237,0.103785,,242,28
6,3,ind,37,50.280322,80.112759,739.675416,62.088556,0.035083,0.164383,,242,28
6,3,base,37,1.738532,6.824095,115.260858,2.850822,0.007749,0.080749,,129,28
6,3,LOPAMM,38,46.402483,25.242922,463.081705,326.523692,0.015563,0.108448,,250,28
6,3,ind,38,94.074291,64.490563,690.987053,71.325039,0.037614,0.167043,,250,28
6,3,base,38,19.928446,19.840213,153.115224,15.319527,0.012353,0.090084,,131,28
6,3,LOPAMM,39,9.596779,12.884722,307.019698,58.303721,0.007197,0.070145,,258,28
6,3,ind,39,32.687714,64.597638,527.251948,32.871053,0.022380,0.118973,,258,28
6,3,base,39,2.447312,6.798571,68.047094,2.281157,0.002859,0.044667,,135,28
7,3,LOPAMM,0,64.491477,31.192432,607.470491,311.787923,0.023294,0.130408,,254,32
7,3,ind,0,99.620396,110.434224,992.201960,101.938002,0.051958,0.191694,,254,32
7,3,base,0,4.200907,14.112441,149.058667,3.371293,0.012850,0.091763,,144,32
7,3,LOPAMM,1,13.789926,15.177196,369.369225,87.659311,0.013127,0.099719,,242,32
7,3,ind,1,14.478534,82.532359,532.393478,40.452395,0.025618,0.136017,,242,32
7,3,base,1,1.007207,7.900095,87.361124,1.984676,0.004764,0.057310,,141,32
7,3,LOPAMM,2,33.054266,26.730408,449.717787,322.289374,0.014223,0.098785,,276,32
7,3,ind,2,81.715329,91.423475,824.636483,121.332023,0.044422,0.162443,,276,32
7,3,base,2,8.664116,13.622725,145.188368,12.588125,0.008914,0.075863,,149,32
7,3,LOPAMM,3,39.514930,25.057390,642.697844,301.878605,0.017388,0.109384,,280,32
7,3,ind,3,99.252148,162.118443,1035.140031,131.829540,0.049961,0.184424,,280,32
7,3,base,3,8.190069,17.290434,159.791672,9.319398,0.009615,0.083318,,151,32
7,3,LOPAMM,4,25.681096,23.582163,422.593105,159.234619,0.010874,0.087635,,310,32
7,3,ind,4,31.890791,80.522138,697.585202,59.794662,0.031029,0.144936,,310,32
7,3,base,4,2.834472,8.390896,109.138213,3.049446,0.005212,0.061888,,159,32
7,3,LOPAMM,5,26.632762,24.958436,443.130266,480.791447,0.012982,0.099326,,242,32
7,3,ind,5,143.873860,136.062915,825.459748,127.642645,0.047587,0.185591,,242,32
7,3,base,5,17.042250,22.247251,166.219216,18.714482,0.010441,0.086231,,138,32
7,3,LOPAMM,6,20.707314,24.562140,451.178018,173.868515,0.012080,0.087842,,306,32
7,3,ind,6,34.029275,117.267984,711.774831,77.925387,0.029882,0.145920,,306,32
7,3,base,6,2.303742,11.777465,111.600608,3.681902,0.005570,0.059450,,159,32
7,3,LOPAMM,7,20.008732,15.150057,379.199272,124.647628,0.011518,0.090136,,276,32
7,3,ind,7,37.618669,59.426968,570.007187,40.526418,0.024898,0.129217,,276,32
7,3,base,7,4.291389,8.168476,107.418263,4.036227,0.005863,0.060248,,149,32
7,3,LOPAMM,8,28.341924,21.183547,512.783475,229.604640,0.011703,0.092679,,304,32
7,3,ind,8,109.332300,198.882754,918.176611,115.520907,0.044676,0.174243,,304,32
7,3,base,8,8.830825,16.487819,143.201980,7.856321,0.006850,0.071558,,159,32
7,3,LOPAMM,9,27.691266,18.235348,467.067048,178.470164,0.014275,0.098942,,260,32
7,3,ind,9,3.259966,118.725451,851.164295,88.791764,0.049635,0.183287,,260,32
7,3,base,9,4.456678,9.859058,160.248656,4.191930,0.011304,0.085069,,144,32
7,3,LOPAMM,10,26.896917,24.998356,484.949485,200.527190,0.012972,0.098997,,252,32
7,3,ind,10,54.627913,91.302959,921.256070,94.020818,0.051462,0.188320,,252,32
7,3,base,10,4.398951,8.904071,136.969096,5.503936,0.008797,0.080188,,140,32
7,3,LOPAMM,11,26.305657,20.920478,365.297596,131.531966,0.011737,0.091474,,268,32
7,3,ind,11,35.090113,52.458379,549.774952,42.072975,0.023797,0.129689,,268,32
7,3,base,11,2.412901,7.759038,88.046730,2.327170,0.004703,0.055035,,150,32
7,3,LOPAMM,12,23.498464,23.341786,429.148817,135.693141,0.012887,0.094584,,294,32
7,3,ind,12,42.122537,71.230912,637.136342,44.938258,0.026312,0.133574,,294,32
7,3,base,12,3.843965,8.804624,96.833100,3.288138,0.004787,0.057241,,156,32
7,3,LOPAMM,13,36.003890,20.566064,565.124919,285.219978,0.013242,0.092675,,288,32
7,3,ind,13,77.290247,142.955445,1013.582277,139.038229,0.048426,0.176610,,288,32
7,3,base,13,5.384151,13.209905,166.443907,9.259680,0.009820,0.077620,,152,32
7,3,LOPAMM,14,35.301533,26.031645,501.523824,272.016371,0.013019,0.099093,,286,32
7,3,ind,14,108.521061,149.733325,907.149818,114.039439,0.040436,0.170812,,286,32
7,3,base,14,8.353889,16.602235,130.917555,8.480378,0.006379,0.072230,,151,32
7,3,LOPAMM,15,67.593756,44.349149,541.974294,341.396365,0.016356,0.099372,,294,32
7,3,ind,15,85.270561,111.988289,761.330489,91.535184,0.030659,0.143431,,294,32
7,3,base,15,1.950168,7.420283,105.843425,2.463595,0.005678,0.063499,,157,32
7,3,LOPAMM,16,26.805743,18.976500,517.914969,253.863400,0.014653,0.107787,,258,32
7,3,ind,16,53.727035,74.146877,863.986373,83.240376,0.046448,0.195110,,258,32
7,3,base,16,8.633776,15.150679,174.199052,7.846518,0.013491,0.101752,,143,32
7,3,LOPAMM,17,32.450370,24.014935,542.096516,293.958610,0.014392,0.100027,,300,32
7,3,ind,17,82.030325,198.269448,936.564965,114.912830,0.056931,0.187158,,300,32
7,3,base,17,6.520876,23.028164,140.613584,10.667673,0.006661,0.068492,,158,32
7,3,LOPAMM,18,44.493624,28.463988,431.630829,259.802411,0.014900,0.095002,,260,32
7,3,ind,18,77.447251,81.385543,637.529709,70.709708,0.028828,0.134187,,260,32
7,3,base,18,4.480732,11.866299,101.747730,4.372880,0.007128,0.062907,,145,32
7,3,LOPAMM,19,21.964163,15.683890,397.624412,197.616520,0.010953,0.090239,,302,32
7,3,ind,19,81.002837,87.829361,691.031716,65.999363,0.030324,0.146011,,302,32
7,3,base,19,6.922396,10.820883,126.934642,7.193106,0.007481,0.070617,,156,32
7,3,LOPAMM,20,35.667898,21.777646,479.585808,312.202158,0.011921,0.089593,,264,32
7,3,ind,20,118.016618,204.496954,968.611139,144.691404,0.052940,0.179664,,264,32
7,3,base,20,8.012884,21.355126,143.937023,10.366500,0.008339,0.073452,,145,32
7,3,LOPAMM,21,23.943751,22.033685,423.687179,196.610830,0.012729,0.103678,,254,32
7,3,ind,21,53.939737,58.007873,710.353385,51.368562,0.033366,0.166400,,254,32
7,3,base,21,6.091620,10.042916,135.014078,6.139502,0.008839,0.085015,,141,32
7,3,LOPAMM,22,31.681479,22.106022,432.957214,217.540254,0.012901,0.098848,,284,32
7,3,ind,22,66.339810,119.989996,689.400393,74.293635,0.030093,0.142730,,284,32
7,3,base,22,3.598922,14.130066,116.575198,5.663576,0.005634,0.067033,,152,32
7,3,LOPAMM,23,44.990420,27.207118,657.800861,240.712045,0.022511,0.114744,,280,32
7,3,ind,23,72.094526,167.469719,1073.033744,129.448978,0.072236,0.216386,,280,32
7,3,base,23,6.366778,12.420322,188.417600,7.160361,0.019354,0.099675,,150,32
7,3,LOPAMM,24,21.597219,19.813007,469.223579,166.252578,0.013888,0.101422,,286,32
7,3,ind,24,25.344772,61.471643,746.012669,55.040508,0.032285,0.149829,,286,32
7,3,base,24,1.905099,8.437394,126.710114,4.283401,0.008053,0.075584,,151,32
7,3,LOPAMM,25,27.138118,21.607161,437.045374,228.312257,0.011235,0.090165,,270,32
7,3,ind,25,73.700031,119.636110,741.612397,86.032599,0.036615,0.151957,,270,32
7,3,base,25,6.026006,9.871879,120.601065,5.770078,0.006586,0.067529,,147,32
7,3,LOPAMM,26,20.009990,17.232980,386.108904,260.219082,0.009413,0.077650,,298,32
7,3,ind,26,107.136922,126.537750,711.796147,93.073822,0.029844,0.129495,,298,32
7,3,base,26,10.753144,15.658304,104.026214,10.740523,0.004285,0.051371,,155,32
7,3,LOPAMM,27,25.852691,23.265422,444.496025,298.691438,0.011468,0.085016,,272,32
7,3,ind,27,90.925496,144.048420,770.524149,113.234373,0.040402,0.159928,,272,32
7,3,base,27,10.243186,18.471846,141.950303,10.696130,0.009125,0.069647,,148,32
7,3,LOPAMM,28,29.586404,15.741778,458.902280,442.246682,0.011263,0.088167,,264,32
7,3,ind,28,163.259904,127.134652,993.065109,146.021540,0.044033,0.176052,,264,32
7,3,base,28,18.813687,19.048190,167.011776,19.024176,0.008313,0.071925,,145,32
7,3,LOPAMM,29,43.970409,20.009624,538.316257,393.042753,0.015698,0.107970,,270,32
7,3,ind,29,164.179806,165.520374,1029.021152,151.687501,0.057439,0.206932,,270,32
7,3,base,29,16.561280,18.812930,173.271830,15.053465,0.010604,0.086216,,148,32
7,3,LOPAMM,30,27.579736,22.324966,457.104885,301.978890,0.014095,0.104374,,270,32
7,3,ind,30,51.016044,80.288085,762.312358,61.730428,0.041593,0.171805,,270,32
7,3,base,30,12.583008,16.636360,146.344978,11.436910,0.009586,0.080060,,146,32
7,3,LOPAMM,31,34.745987,21.799725,465.928424,366.818515,0.015339,0.102559,,278,32
7,3,ind,31,125.006989,124.962325,815.005956,104.727810,0.040892,0.164668,,278,32
7,3,base,31,13.220499,17.221274,148.451565,12.826660,0.009352,0.077096,,150,32
7,3,LOPAMM,32,20.638776,16.922600,462.355576,151.325202,0.011425,0.093686,,282,32
7,3,ind,32,70.531468,134.569557,734.652798,80.701058,0.030698,0.149444,,282,32
7,3,base,32,5.255467,11.485122,120.303156,4.722041,0.006029,0.066910,,153,32
7,3,LOPAMM,33,25.548941,24.424983,399.044435,137.563310,0.015348,0.112253,,250,32
7,3,ind,33,28.166454,74.539044,630.594405,49.375381,0.034993,0.163159,,250,32
7,3,base,33,0.211892,3.457000,122.220694,0.956863,0.009715,0.083883,,140,32
7,3,LOPAMM,34,29.449375,18.851811,532.244436,301.052110,0.013298,0.099485,,260,32
7,3,ind,34,110.511628,159.356987,1004.391180,124.624302,0.057890,0.205433,,260,32
7,3,base,34,10.466188,18.097963,162.260983,11.090468,0.010366,0.088231,,142,32
7,3,LOPAMM,35,25.150203,15.783965,532.473500,305.503556,0.013528,0.101904,,278,32
7,3,ind,35,91.981949,110.081155,868.448418,102.962295,0.040769,0.175364,,278,32
7,3,base,35,11.072793,15.978951,153.658790,11.559928,0.009837,0.083327,,149,32
7,3,LOPAMM,36,35.358883,22.264975,559.937734,335.508302,0.012822,0.096894,,304,32
7,3,ind,36,121.964442,151.277449,882.888901,114.826904,0.035890,0.160265,,304,32
7,3,base,36,13.009045,17.866305,141.814025,10.462216,0.007072,0.068912,,160,32
7,3,LOPAMM,37,50.669972,32.844567,532.055752,305.076995,0.016188,0.107795,,272,32
7,3,ind,37,88.918846,89.221970,811.468956,87.734891,0.038505,0.171030,,272,32
7,3,base,37,7.623215,13.831232,138.373921,6.795424,0.009631,0.079794,,148,32
7,3,LOPAMM,38,10.851997,12.365380,427.936989,72.995791,0.011962,0.095467,,296,32
7,3,ind,38,17.423180,56.378434,704.765872,35.340042,0.031656,0.150877,,296,32
7,3,base,38,1.548808,5.152776,106.247536,1.486517,0.006409,0.065388,,154,32
7,3,LOPAMM,39,33.343439,21.987717,415.334822,308.048447,0.011345,0.086063,,292,32
7,3,ind,39,83.174747,100.542234,722.348542,83.466271,0.031978,0.139208,,292,32
7,3,base,39,10.289055,16.032804,112.840945,9.690121,0.006034,0.056495,,155,32
8,3,LOPAMM,0,54.734700,31.683182,619.447962,616.029851,0.012644,0.093356,,328,37
8,3,ind,0,229.246565,188.383538,1106.879190,170.970239,0.043868,0.171843,,328,37
8,3,base,0,18.059628,20.890600,181.092428,15.821614,0.008529,0.075085,,174,37
8,3,LOPAMM,1,33.695688,20.240066,580.935484,311.152852,0.012893,0.090602,,322,37
8,3,ind,1,62.961681,203.631799,944.309011,138.416562,0.040715,0.166283,,322,37
8,3,base,1,5.515820,18.243201,177.369587,8.914311,0.008610,0.072438,,171,37
8,3,LOPAMM,2,32.114547,21.943327,545.840547,343.508467,0.012521,0.093871,,304,37
8,3,ind,2,41.954612,186.597178,963.765526,144.892182,0.042690,0.176292,,304,37
8,3,base,2,6.195467,11.292264,171.363867,9.372366,0.008583,0.076838,,167,37
8,3,LOPAMM,3,33.235301,22.035818,538.197904,339.612090,0.013340,0.101543,,328,37
8,3,ind,3,78.113444,117.575383,944.113177,75.341881,0.038189,0.172067,,328,37
8,3,base,3,9.004050,15.134527,162.702494,8.303226,0.009570,0.082122,,172,37
8,3,LOPAMM,4,45.761860,26.604049,623.611767,289.509380,0.013535,0.098825,,344,37
8,3,ind,4,81.327962,138.586310,1106.594741,128.639753,0.046846,0.181730,,344,37
8,3,base,4,7.257598,7.430004,165.219189,5.056341,0.007743,0.074981,,179,37
8,3,LOPAMM,5,52.089988,16.847449,744.060957,426.725022,0.013419,0.088721,,348,37
8,3,ind,5,157.786969,197.291951,1550.280231,212.305254,0.073975,0.218612,,348,37
8,3,base,5,11.449821,14.118284,213.630335,11.447330,0.010571,0.079275,,180,37
8,3,LOPAMM,6,52.767944,28.174846,636.266057,688.267773,0.013487,0.097127,,328,37
8,3,ind,6,200.198851,164.361085,1141.646597,174.848953,0.043356,0.167041,,328,37
8,3,base,6,18.175006,23.327574,180.753965,18.348302,0.006982,0.069266,,175,37
8,3,LOPAMM,7,40.652678,21.763692,566.572345,627.098561,0.012334,0.089270,,328,37
8,3,ind,7,199.877917,191.291726,1030.423109,165.966572,0.046032,0.172556,,328,37
8,3,base,7,20.910763,23.852572,175.213333,18.590119,0.007156,0.065802,,174,37
8,3,LOPAMM,8,57.390731,32.707615,593.970272,706.207352,0.012663,0.089570,,338,37
8,3,ind,8,236.654689,293.468163,1086.693289,231.304185,0.041221,0.168333,,338,37
8,3,base,8,19.503448,29.589951,205.548028,19.743227,0.007740,0.073575,,176,37
8,3,LOPAMM,9,24.926123,13.983327,556.514064,541.460137,0.011638,0.086187,,314,37
8,3,ind,9,157.293244,182.791685,1051.678114,165.356199,0.049156,0.175001,,314,37
8,3,base,9,17.577688,22.952945,173.797947,17.390950,0.008091,0.070065,,169,37
8,3,LOPAMM,10,35.981958,20.747869,549.153164,607.866492,0.012678,0.094132,,320,37
8,3,ind,10,161.552359,124.412695,1004.989723,143.510289,0.037083,0.161226,,320,37
8,3,base,10,17.693990,18.813567,169.691450,17.947219,0.007986,0.068571,,172,37
8,3,LOPAMM,11,30.703735,21.106161,528.413076,254.346970,0.010943,0.088478,,332,37
8,3,ind,11,50.879171,101.033594,870.205590,87.229941,0.029801,0.137857,,332,37
8,3,base,11,4.273585,12.423093,118.516445,4.831131,0.005498,0.060164,,175,37
8,3,LOPAMM,12,27.554354,19.417235,461.027946,324.951696,0.010466,0.085355,,324,37
8,3,ind,12,101.218265,141.214791,883.898680,106.639257,0.035207,0.153032,,324,37
8,3,base,12,8.958834,16.195922,132.189279,9.108325,0.005078,0.060844,,173,37
8,3,LOPAMM,13,42.745623,22.635192,569.904776,741.205041,0.016448,0.107564,,280,37
8,3,ind,13,197.758442,163.101844,1030.531684,165.841807,0.053477,0.196693,,280,37
8,3,base,13,24.408252,26.022861,200.991831,23.770553,0.010719,0.086270,,159,37
8,3,LOPAMM,14,31.316853,24.642982,542.199524,377.302552,0.013593,0.103296,,308,37
8,3,ind,14,88.277889,183.227386,966.099701,140.483045,0.044079,0.181250,,308,37
8,3,base,14,8.016697,19.533186,174.135508,10.413202,0.008372,0.081557,,168,37
8,3,LOPAMM,15,22.542946,20.898215,418.119148,422.882349,0.008863,0.079311,,298,37
8,3,ind,15,117.986337,160.787148,770.199920,111.355542,0.034264,0.153396,,298,37
8,3,base,15,11.002375,21.105630,131.966499,11.829134,0.005415,0.059536,,168,37
8,3,LOPAMM,16,30.157986,18.560070,651.084396,217.872101,0.015386,0.115265,,312,37
8,3,ind,16,47.479282,85.148974,1148.861482,74.042809,0.064707,0.226609,,312,37
8,3,base,16,4.693683,9.312231,204.667457,4.878520,0.012335,0.103304,,168,37
8,3,LOPAMM,17,29.884425,24.376392,471.435859,276.712132,0.013788,0.102152,,306,37
8,3,ind,17,49.557377,96.679616,795.396983,72.529206,0.039363,0.169220,,306,37
8,3,base,17,7.462336,14.163847,155.043188,6.256637,0.008752,0.081808,,167,37
8,3,LOPAMM,18,20.574058,19.356901,409.502576,160.248192,0.011059,0.087393,,316,37
8,3,ind,18,30.593979,91.583618,742.817244,62.842376,0.029967,0.142031,,316,37
8,3,base,18,2.368935,9.226320,120.342039,3.934038,0.006245,0.062499,,171,37
8,3,LOPAMM,19,25.978156,20.320264,418.323564,339.473868,0.011369,0.087362,,302,37
8,3,ind,19,91.272378,124.889516,684.006540,84.837398,0.029088,0.138646,,302,37
8,3,base,19,8.776385,18.044546,114.708171,8.596973,0.005546,0.057669,,166,37
8,3,LOPAMM,20,35.049758,23.991974,533.488282,416.466288,0.010056,0.083805,,348,37
8,3,ind,20,127.063572,148.776549,975.900052,113.492124,0.034296,0.148069,,348,37
8,3,base,20,9.612757,16.293232,130.560155,9.688442,0.005582,0.060622,,179,37
8,3,LOPAMM,21,28.779210,19.936952,616.852154,133.125912,0.011698,0.091104,,372,37
8,3,ind,21,10.579154,126.139193,1045.842836,87.568807,0.043152,0.174134,,372,37
8,3,base,21,1.627282,8.181936,156.034297,2.229073,0.007567,0.070846,,186,37
8,3,LOPAMM,22,20.345797,20.845953,453.978872,196.937633,0.012341,0.101820,,310,37
8,3,ind,22,41.618004,103.237336,773.113082,58.908061,0.032356,0.160223,,310,37
8,3,base,22,3.455789,11.040058,137.526562,3.784205,0.007420,0.075775,,167,37
8,3,LOPAMM,23,34.213063,23.763524,640.534665,373.789438,0.012868,0.099135,,334,37
8,3,ind,23,102.112778,192.977227,1132.738358,144.873600,0.045245,0.185332,,334,37
8,3,base,23,7.928414,17.509144,176.950100,10.437107,0.008368,0.079296,,175,37
8,3,LOPAMM,24,22.687227,15.738629,505.648182,395.540998,0.012196,0.096512,,318,37
8,3,ind,24,98.776286,80.948860,873.342713,82.585960,0.033780,0.151668,,318,37
8,3,base,24,10.142546,12.772025,151.433118,12.005627,0.007751,0.071680,,171,37
8,3,LOPAMM,25,26.944072,13.872431,542.387984,390.820554,0.010081,0.083280,,328,37
8,3,ind,25,126.963653,179.892970,1111.025442,161.223932,0.048454,0.180032,,328,37
8,3,base,25,11.715732,16.337528,156.187007,12.288748,0.006517,0.065660,,175,37
8,3,LOPAMM,26,30.020026,23.194335,526.689780,206.137551,0.012034,0.092821,,310,37
8,3,ind,26,22.397637,106.280112,831.955498,86.472361,0.036955,0.158355,,310,37
8,3,base,26,2.792121,8.644422,143.004939,3.369135,0.006921,0.069491,,173,37
8,3,LOPAMM,27,26.312357,20.520242,503.723077,200.155980,0.012402,0.095871,,320,37
8,3,ind,27,5.711390,122.524558,872.065972,76.634677,0.038463,0.159388,,320,37
8,3,base,27,1.596274,10.984262,141.005908,4.952602,0.007930,0.069670,,171,37
8,3,LOPAMM,28,23.128664,17.003855,521.612035,385.732497,0.014122,0.106477,,288,37
8,3,ind,28,92.229277,133.189835,963.077373,101.034980,0.049681,0.188423,,288,37
8,3,base,28,9.778749,18.035833,172.415793,11.382896,0.009662,0.085928,,161,37
8,3,LOPAMM,29,20.395042,18.514872,395.616993,220.499631,0.010587,0.086451,,292,37
8,3,ind,29,67.699638,97.052064,708.366020,63.394091,0.026991,0.136776,,292,37
8,3,base,29,6.273651,11.500161,120.685860,5.546994,0.006405,0.065728,,161,37
8,3,LOPAMM,30,42.024678,30.080808,630.532333,241.430972,0.016230,0.109205,,322,37
8,3,ind,30,36.935172,139.584482,1014.027118,99.292119,0.046255,0.187736,,322,37
8,3,base,30,1.985468,5.587740,173.527487,1.862176,0.011062,0.087261,,172,37
8,3,LOPAMM,31,26.268429,18.727563,471.793659,191.678226,0.010986,0.087655,,340,37
8,3,ind,31,0.799899,101.864350,743.216200,73.136604,0.027941,0.142944,,340,37
8,3,base,31,1.679332,9.834724,122.165137,4.533643,0.005134,0.061256,,177,37
8,3,LOPAMM,32,12.961825,15.314936,411.285151,119.713601,0.009849,0.087004,,312,37
8,3,ind,32,13.996725,85.829793,684.442105,51.946747,0.028359,0.143241,,312,37
8,3,base,32,1.322374,5.950168,111.803862,2.044870,0.005438,0.060574,,170,37
8,3,LOPAMM,33,51.390333,30.081343,621.703870,473.337729,0.013129,0.095891,,352,37
8,3,ind,33,145.800910,167.100174,976.900090,130.849269,0.031889,0.153518,,352,37
8,3,base,33,11.939384,19.361346,155.166278,11.414742,0.006305,0.068056,,183,37
8,3,LOPAMM,34,30.081198,22.542898,517.417027,242.192223,0.013900,0.098852,,334,37
8,3,ind,34,52.378602,83.870968,860.360422,73.564536,0.037523,0.161822,,334,37
8,3,base,34,6.600694,11.276869,145.907632,5.427032,0.008002,0.071714,,175,37
8,3,LOPAMM,35,30.008664,20.615933,557.400689,254.218849,0.012401,0.097686,,338,37
8,3,ind,35,72.698621,98.862747,984.488012,79.285006,0.039898,0.175105,,338,37
8,3,base,35,5.749939,10.036449,149.934489,4.556174,0.007025,0.076943,,176,37
8,3,LOPAMM,36,33.030164,17.093611,551.466104,672.367136,0.011872,0.090444,,334,37
8,3,ind,36,205.531881,155.442157,1124.421881,176.679029,0.041396,0.162381,,334,37
8,3,base,36,22.123083,19.926533,188.313297,21.683726,0.006844,0.067276,,176,37
8,3,LOPAMM,37,21.823342,16.826384,499.580734,241.531610,0.012569,0.092258,,338,37
8,3,ind,37,48.765823,133.733717,788.526957,75.715640,0.029291,0.139630,,338,37
8,3,base,37,5.627938,15.158794,130.886494,6.269880,0.006025,0.065103,,174,37
8,3,LOPAMM,38,35.071335,23.912197,729.561115,323.273456,0.013555,0.100288,,340,37
8,3,ind,38,43.983904,186.038117,1280.359225,130.174906,0.048996,0.193237,,340,37
8,3,base,38,7.602931,12.334389,202.999684,7.211275,0.011363,0.092315,,176,37
8,3,LOPAMM,39,23.915628,21.041953,410.749219,181.954950,0.008766,0.076300,,368,37
8,3,ind,39,57.451156,114.068353,669.836508,62.174398,0.019420,0.116338,,368,37
8,3,base,39,3.219268,9.785401,91.220949,3.328834,0.002871,0.045351,,187,37
9,3,LOPAMM,0,31.947921,25.111706,610.499304,497.744311,0.013067,0.098927,,372,41
9,3,ind,0,98.419515,123.023398,1033.883426,99.461898,0.038037,0.159045,,372,41
9,3,base,0,9.311337,16.891455,162.435627,9.005647,0.007645,0.071233,,197,41
9,3,LOPAMM,1,22.997020,23.422385,443.866019,286.945700,0.010132,0.084325,,352,41
9,3,ind,1,48.136008,99.607153,699.493447,58.913400,0.020040,0.119596,,352,41
9,3,base,1,4.024872,12.788706,111.304372,4.457375,0.004733,0.053146,,190,41
9,3,LOPAMM,2,19.932345,22.704023,513.950375,228.205666,0.011581,0.090443,,350,41
9,3,ind,2,39.162988,110.810316,942.093361,79.602346,0.035088,0.159117,,350,41
9,3,base,2,3.974402,8.210973,144.067103,3.617102,0.006311,0.065619,,190,41
9,3,LOPAMM,3,46.790421,28.182810,722.876290,564.397387,0.014465,0.100623,,370,41
9,3,ind,3,154.252795,262.299934,1419.429996,169.756254,0.062181,0.211562,,370,41
9,3,base,3,11.876259,23.444554,208.814010,11.456841,0.009988,0.081879,,195,41
9,3,LOPAMM,4,60.380633,19.171596,748.166574,1093.501775,0.015004,0.097271,,374,41
9,3,ind,4,267.283359,188.566400,1594.084515,263.810388,0.069111,0.203723,,374,41
9,3,base,4,31.819623,25.138890,264.454565,28.675832,0.010682,0.078015,,197,41
9,3,LOPAMM,5,34.398813,16.140041,740.309233,636.755534,0.010723,0.085603,,394,41
9,3,ind,5,149.257417,208.836229,1484.616760,196.008121,0.046446,0.179000,,394,41
9,3,base,5,13.832367,17.011207,237.173227,16.047109,0.008605,0.076521,,203,41
9,3,LOPAMM,6,39.128761,27.667272,609.270657,335.502296,0.014088,0.101078,,348,41
9,3,ind,6,90.244915,197.563472,1003.275421,120.571176,0.039851,0.165558,,348,41
9,3,base,6,5.014245,13.842609,178.817804,4.979110,0.009089,0.078069,,190,41
9,3,LOPAMM,7,33.013350,24.631278,676.626196,513.774856,0.011444,0.087290,,368,41
9,3,ind,7,108.932617,130.239623,1311.180068,164.636124,0.051025,0.181567,,368,41
9,3,base,7,11.173482,12.304887,194.045842,11.698590,0.007620,0.069757,,195,41
9,3,LOPAMM,8,30.173208,18.938587,543.954066,291.708864,0.013340,0.097271,,354,41
9,3,ind,8,3.424040,108.940219,916.597177,91.251791,0.033272,0.155068,,354,41
9,3,base,8,3.898669,7.867824,157.415916,3.572448,0.008318,0.073549,,191,41
9,3,LOPAMM,9,61.768097,25.562087,750.690254,998.014894,0.015017,0.098384,,354,41
9,3,ind,9,274.713613,201.411813,1452.083071,232.432247,0.057759,0.197973,,354,41
9,3,base,9,23.153668,21.735383,245.146349,22.659492,0.011103,0.084590,,190,41
9,3,LOPAMM,10,24.405575,23.650861,560.570208,344.920172,0.013545,0.101434,,338,41
9,3,ind,10,54.458713,90.318759,876.681695,83.111696,0.034653,0.161261,,338,41
9,3,base,10,5.621039,9.512457,162.355732,5.929913,0.008116,0.074897,,188,41
9,3,LOPAMM,11,25.705564,16.841461,495.648308,183.331760,0.010302,0.084988,,368,41
9,3,ind,11,29.786420,79.622455,803.870535,58.600045,0.024480,0.129126,,368,41
9,3,base,11,1.879040,6.194343,122.029112,2.571815,0.005127,0.057729,,196,41
9,3,LOPAMM,12,18.325057,27.280957,523.488719,338.367574,0.011850,0.092653,,356,41
9,3,ind,12,31.119420,128.134663,893.412719,84.767445,0.028079,0.140516,,356,41
9,3,base,12,2.273472,13.299954,138.443957,4.558989,0.005994,0.064042,,193,41
9,3,LOPAMM,13,23.942883,15.499398,577.659797,190.237454,0.016057,0.108437,,312,41
9,3,ind,13,19.683773,114.012581,1031.988863,79.100066,0.049117,0.187960,,312,41
9,3,base,13,3.741623,8.992171,199.763256,3.259015,0.011171,0.090309,,178,41
9,3,LOPAMM,14,40.308199,30.599566,580.416454,263.296505,0.014048,0.104095,,336,41
9,3,ind,14,41.336022,117.807071,950.912451,99.727461,0.038670,0.168371,,336,41
9,3,base,14,3.521556,9.198970,166.376571,3.423887,0.008346,0.079512,,187,41
9,3,LOPAMM,15,34.242605,30.808127,531.765399,239.603771,0.012863,0.096133,,340,41
9,3,ind,15,11.707079,100.826914,878.777482,81.898123,0.035516,0.158104,,340,41
9,3,base,15,0.808420,7.544198,154.060131,2.875161,0.007189,0.070512,,191,41
9,3,LOPAMM,16,22.480855,20.366031,555.384688,229.060358,0.012607,0.098009,,362,41
9,3,ind,16,16.217834,97.705881,1018.204474,84.713699,0.040484,0.172009,,362,41
9,3,base,16,1.982622,7.248621,159.515552,3.176231,0.007906,0.074431,,193,41
